Contract Name,Service Receiver,Service Name,Origin Company Code,Origin Facility Code,Origin City,Origin State,Destination Company Code,Destination Facility Code,Destination City,Destination State,Vehicle Type,Charge Type,Charges,Charge Uom,Invoice From,Invoice To,Tax Applicable,When To Invoice,Billing Cycle Period,Start Date,End Date,Number Of Invoices In The Period,Payment Mode,Facility Category,Original Customer,Product Category,Profit Center,Business Area,Internal Order Number,Payment Terms,Shipx Error
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Mumbai,Maharashtra,Container CMVR-18.75 MT,Freight charge,11640,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Nanded,Maharashtra,Container CMVR-18.75 MT,Freight charge,7807,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Nashik,Maharashtra,Container CMVR-18.75 MT,Freight charge,9997,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,NAVI MUMBAI,Maharashtra,Container CMVR-18.75 MT,Freight charge,11472,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Pune,Maharashtra,Container CMVR-18.75 MT,Freight charge,8623,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Ratnagiri,Maharashtra,Container CMVR-18.75 MT,Freight charge,9168,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Sangamner,Maharashtra,Container CMVR-18.75 MT,Freight charge,9530,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Sangli,Maharashtra,Container CMVR-18.75 MT,Freight charge,8499,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Shorapur,Maharashtra,Container CMVR-18.75 MT,Freight charge,7089,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Thane,Maharashtra,Container CMVR-18.75 MT,Freight charge,11736,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Chhatarpur,Madhya Pradesh,Container CMVR-18.75 MT,Freight charge,17149,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Bhiwani,Haryana,Container CMVR-18.75 MT,Freight charge,22352,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Udupi,Karnataka,Container CMVR-18.75 MT,Freight charge,10123,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Raichur,Karnataka,Container CMVR-18.75 MT,Freight charge,6076,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Hardoi,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,19725,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Chikamberpur,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,10841,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Beed,Maharashtra,Container CMVR-18.75 MT,Freight charge,8503,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Firozabad,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,20424,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Chittoor,Andhra Pradesh,Container CMVR-18.75 MT,Freight charge,4093,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Jalna,Maharashtra,Container CMVR-18.75 MT,Freight charge,9140,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Jaunpur,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,24325,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Bahadurgarh,Haryana,Container CMVR-18.75 MT,Freight charge,21398,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Surendranagar,Gujarat,Container CMVR-18.75 MT,Freight charge,19864,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Balotra,Rajasthan,Container CMVR-18.75 MT,Freight charge,21587,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Boduppal,Telangana,Container CMVR-18.75 MT,Freight charge,7422,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Churu,Rajasthan,Container CMVR-18.75 MT,Freight charge,21928,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Nawanshahr,Punjab,Container CMVR-18.75 MT,Freight charge,25811,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Bardoli,Gujarat,Container CMVR-18.75 MT,Freight charge,14628,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Payyanur,Kerala,Container CMVR-18.75 MT,Freight charge,11343,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Baharampur,West Bengal,Container CMVR-18.75 MT,Freight charge,37152,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Sagar,Madhya Pradesh,Container CMVR-18.75 MT,Freight charge,15121,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Tirur,Kerala,Container CMVR-18.75 MT,Freight charge,11993,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Kondotty,Kerala,Container CMVR-18.75 MT,Freight charge,11993,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Mancherial,Telangana,Container CMVR-18.75 MT,Freight charge,10180,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Guduvanchery,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,6371,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Alappuzha,Kerala,Container CMVR-18.75 MT,Freight charge,13476,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Kharghar,Maharashtra,Container CMVR-18.75 MT,Freight charge,11473,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Jhunjhunu,Rajasthan,Container CMVR-18.75 MT,Freight charge,21690,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Bhagalpur,Bihar,Container CMVR-18.75 MT,Freight charge,33175,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Ropar,Punjab,Container CMVR-18.75 MT,Freight charge,25722,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Basti,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,22899,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Deoria,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,24097,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Azamgarh,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,22340,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Virudhunagar,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,11786,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Cuddalore,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,10085,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Villupuram,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,10085,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Srinagar,Jammu and Kashmir,Container CMVR-18.75 MT,Freight charge,29476,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Dimapur,Nagaland,Container CMVR-18.75 MT,Freight charge,47933,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Kanjirapally,Kerala,Container CMVR-18.75 MT,Freight charge,14255,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Jalore,Rajasthan,Container CMVR-18.75 MT,Freight charge,21587,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Hoshiarpur,Punjab,Container CMVR-18.75 MT,Freight charge,26297,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Ooty,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,9478,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Marthandam,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,15131,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Nagercoil,Tamil Nadu,Container CMVR-18.75 MT,Freight charge,15131,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
GLOVIS Anantapur 01-02-2026_truck,MLL,FTL-Normal,,,Penukonda,Andhra Pradesh,,,Greater Noida,Uttar Pradesh,Container CMVR-18.75 MT,Freight charge,23136,Units,30020733,Corporate Office,Y,Delivered with pod,Monthly,2026-02-01,2026-12-31,1,To Bill,,GLOVIS KIA,Sonet,,,,,"Invalid Original customer, Invalid Invoice To ( Corporate Office ), Invalid Service Receiver# MLL"
